,projectid,project_oid,subject,category_name,area_name,region_name,price,rooms,size,ward_name,price_million_per_m2,street_name,area_v2,facilities_key,surrounding_key,investor_id,investor_name
7101,1274,1417694767,6938,0,110,36,1800000000.0,2.0,72.0,124,25.0,944,110,594,229,871,470
7103,170,280489343,3996,0,22,36,2800000000.0,2.0,76.0,378,36.8421052631579,479,22,500,149,545,321
7104,170,280489343,4405,0,22,36,2050000000.0,2.0,86.0,378,23.837209302325583,479,22,500,149,545,321
7105,170,280489343,8043,0,22,36,2550000000.0,2.0,73.0,378,34.93150684931507,479,22,500,149,545,321
7107,170,280489343,5651,0,22,36,2790000000.0,2.0,70.0,378,39.85714285714285,479,22,500,149,545,321
7108,170,280489343,4119,0,22,36,2950000000.0,2.0,74.0,378,39.86486486486486,479,22,500,149,545,321
7112,12,864204857,2589,0,51,36,4100000000.0,2.0,65.0,4,63.07692307692308,219,51,594,229,208,513
7114,12,864204857,2573,0,51,36,4900000000.0,2.0,75.0,4,65.33333333333333,219,51,594,229,208,513
7119,12,864204857,7500,0,51,36,1610000000.0,2.0,68.0,4,23.676470588235293,109,51,594,229,208,513
7123,1762,550992823,1306,0,22,36,2300000000.0,2.0,94.0,378,24.46808510638298,1042,22,594,229,516,240
7128,1762,550992823,7668,0,22,36,2200000000.0,2.0,70.0,378,31.428571428571427,479,22,594,229,516,240
7129,1762,550992823,710,0,22,36,2480000000.0,2.0,96.0,378,25.83333333333333,479,22,594,229,516,240
7130,1762,550992823,8453,0,22,36,2350000000.0,2.0,96.0,378,24.479166666666668,479,22,594,229,516,240
7131,1762,550992823,2441,0,22,36,2500000000.0,2.0,96.0,378,26.041666666666668,479,22,594,229,516,240
7134,769,946878340,1346,0,54,36,2600000000.0,2.0,51.0,171,50.98039215686274,288,54,28,229,222,3
7135,769,946878340,10511,0,54,36,2750000000.0,2.0,68.0,171,40.44117647058823,288,54,28,229,222,3
7159,2329,584614652,449,0,83,42,1550000000.0,2.0,66.0,200,23.484848484848484,235,83,259,194,40,293
7161,500,2146002369,6479,0,67,11,1000000000.0,2.0,68.0,119,14.705882352941176,373,67,594,229,1111,511
7162,500,2146002369,6830,3,67,11,4000000000.0,2.2908415841584158,100.0,119,40.0,373,67,594,229,1111,511
7163,500,2146002369,4699,0,67,11,2000000000.0,2.0,70.0,119,28.571428571428573,373,67,594,229,1111,511
7164,500,2146002369,4948,0,67,11,1900000000.0,2.0,70.0,119,27.142857142857142,373,67,594,229,1111,511
7165,500,2146002369,9623,0,67,11,2050000000.0,2.0,76.0,119,26.973684210526315,373,67,594,229,1111,511
7166,500,2146002369,7639,0,67,11,1500000000.0,2.0,70.0,119,21.428571428571427,373,67,594,229,1111,511
7167,500,2146002369,1302,0,67,11,1780000000.0,2.0,65.0,119,27.384615384615383,373,67,594,229,1111,511
7168,500,2146002369,6708,3,67,11,5000000000.0,2.2908415841584158,100.0,119,50.0,373,67,594,229,1111,511
7169,500,2146002369,6485,0,67,11,1820000000.0,2.0,70.0,119,26.0,373,67,594,229,1111,511
7170,500,2146002369,6523,0,67,11,2350000000.0,2.0,80.0,119,29.375,373,67,594,229,1111,511
7171,500,2146002369,3013,3,67,11,4000000000.0,2.2908415841584158,100.0,119,40.0,373,67,594,229,1111,511
7173,500,2146002369,6486,0,67,11,1760000000.0,2.0,66.0,119,26.666666666666668,373,67,594,229,1111,511
7174,500,2146002369,1693,3,67,11,4000000000.0,2.2908415841584158,100.0,119,40.0,373,67,594,229,1111,511
7175,500,2146002369,4263,0,67,11,1800000000.0,2.0,70.0,119,25.714285714285715,373,67,594,229,1111,511
7177,500,2146002369,4475,0,67,11,1850000000.0,2.0,66.0,119,28.03030303030303,1252,67,594,229,1111,511
7180,595,1087856726,854,0,110,36,1500000000.0,2.0,62.0,199,24.193548387096776,239,110,456,218,590,352
7181,595,1087856726,9011,0,110,36,1350000000.0,2.0,68.0,199,19.852941176470587,239,110,456,218,590,352
7182,595,1087856726,3910,0,110,36,1700000000.0,2.0,60.0,199,28.33333333333333,239,110,456,218,590,352
7184,595,1087856726,5493,0,110,36,1620000000.0,2.0,57.0,199,28.42105263157895,239,110,456,218,590,352
7185,595,1087856726,6037,0,110,36,1850000000.0,2.0,60.0,199,30.83333333333333,967,110,456,218,590,352
7188,287,1143883354,5538,0,76,41,4900000000.0,2.0,80.0,28,61.25,850,76,594,229,1097,156
7189,287,1143883354,7414,0,76,41,5715000000.0,2.0,100.0,28,57.15,1174,76,594,229,1097,156
7190,287,1143883354,6445,0,76,41,4100000000.0,2.0,79.0,28,51.89873417721519,850,76,594,229,1097,156
7191,287,1143883354,5874,0,76,41,3600000000.0,2.0,80.0,28,45.0,850,76,594,229,1097,156
7193,287,1143883354,5676,0,76,41,3600000000.0,2.0,60.0,28,60.0,850,76,594,229,1097,156
7195,287,1143883354,9698,0,76,41,4600000000.0,2.0,78.0,28,58.97435897435897,850,76,594,229,1097,156
7202,73,1511874252,9909,0,110,36,2900000000.0,2.0,71.0,79,40.84507042253521,278,110,594,229,9,521
7203,73,1511874252,2888,0,110,36,3450000000.0,2.0,71.0,79,48.59154929577465,278,110,594,229,9,521
7204,73,1511874252,2488,0,110,36,3550000000.0,2.0,71.0,79,50.0,278,110,594,229,9,521
7205,73,1511874252,8120,0,110,36,1490000000.0,2.0,71.0,79,20.985915492957748,591,110,594,229,9,521
7206,269,1008636232,5025,3,45,19,725000000.0,2.2908415841584158,71.0,424,10.211267605633802,823,45,594,229,68,411
7207,269,1008636232,7359,3,45,19,1270000000.0,2.2908415841584158,75.0,424,16.933333333333334,823,45,594,229,68,411
7208,269,1008636232,3062,3,45,19,1330000000.0,2.2908415841584158,80.0,424,16.625,823,45,594,229,68,411
7209,269,1008636232,6084,3,45,19,1390000000.0,2.2908415841584158,87.0,424,15.977011494252874,1160,45,594,229,68,411
7210,269,1008636232,10038,3,45,19,700000000.0,2.2908415841584158,85.0,424,8.235294117647058,1160,45,594,229,68,411
7211,269,1008636232,10009,3,45,19,1500000000.0,2.2908415841584158,90.0,424,16.666666666666668,823,45,594,229,68,411
7213,269,1008636232,10094,3,45,19,650000000.0,2.2908415841584158,80.0,424,8.125,823,45,594,229,68,411
7228,279,2138896082,7679,0,67,11,1990000000.0,2.0,70.0,119,28.428571428571427,404,67,594,229,203,295
7229,279,2138896082,9548,0,67,11,2185000000.0,2.0,70.0,119,31.214285714285715,404,67,594,229,203,295
7230,279,2138896082,8691,0,67,11,1990000000.0,2.0,70.0,119,28.428571428571427,404,67,594,229,203,295
7238,1434,794957967,911,0,71,11,2000000000.0,2.0,80.0,212,25.0,362,71,180,76,690,592
7239,1508,1012760785,6456,0,98,16,1850000000.0,2.0,70.0,184,26.428571428571427,225,98,594,194,951,92
7240,1508,1012760785,10402,0,98,16,1850000000.0,2.0,70.0,184,26.428571428571427,225,98,594,194,951,92
7241,1508,1012760785,10242,0,98,16,1750000000.0,2.0,70.0,184,25.0,225,98,594,194,951,92
7242,2916,443961937,7911,3,98,16,3690000000.0,2.2908415841584158,100.0,185,36.9,583,98,594,229,1410,154
7243,2916,443961937,7744,3,98,16,3650000000.0,2.2908415841584158,100.0,185,36.5,583,98,594,229,1410,154
7244,1385,820112300,1934,0,66,11,3250000000.0,2.0,78.0,272,41.66666666666666,798,66,476,188,434,654
7251,1352,1287970749,6416,3,98,16,1344000000.0,2.2908415841584158,84.0,271,16.0,857,98,594,229,1118,461
7256,255,525829242,9447,0,66,11,2600000000.0,2.0,62.0,88,41.935483870967744,1238,66,96,229,1049,327
7259,1363,1166609750,2813,0,29,11,3500000000.0,2.0,88.0,403,39.77272727272727,550,29,244,229,1043,586
7262,2,1898206359,10276,0,80,36,3600000000.0,2.0,80.0,99,45.0,791,80,573,229,202,386
7268,2,1898206359,5853,0,80,36,3650000000.0,2.0,80.0,99,45.625,791,80,573,229,202,386
7274,26,1363756303,1771,2,51,36,3550000000.0,2.2908415841584158,60.0,21,59.16666666666666,219,51,280,194,208,513
7275,26,1363756303,6324,0,51,36,3300000000.0,2.0,60.0,21,55.0,963,51,280,194,208,513
7276,26,1363756303,2521,0,51,36,3550000000.0,2.0,60.0,21,59.16666666666666,219,51,280,194,208,513
7279,26,1363756303,6626,0,51,36,4700000000.0,2.0,74.0,21,63.51351351351352,219,51,280,194,208,513
7282,162,1258692087,1974,0,79,36,3270000000.0,2.0,57.0,11,57.36842105263158,635,79,276,44,208,513
7284,162,1258692087,5784,0,79,36,3650000000.0,2.0,73.0,11,50.0,635,79,276,44,208,513
7297,2414,695769595,2387,0,54,36,3200000000.0,2.0,75.0,245,42.66666666666666,498,54,194,120,166,502
7298,2414,695769595,8230,0,54,36,2540000000.0,2.0,76.0,245,33.421052631578945,498,54,194,120,166,502
7302,2414,695769595,3214,0,54,36,1650000000.0,2.0,78.0,245,21.153846153846157,498,54,194,120,166,502
7304,1537,1024582788,5376,0,49,36,1320000000.0,2.0,47.0,239,28.08510638297872,813,49,78,156,1561,234
7305,1537,1024582788,5690,0,49,36,1320000000.0,2.0,47.0,239,28.08510638297872,813,49,78,156,1561,234
7309,2033,1445618068,6656,0,97,22,1550000000.0,2.0,77.0,72,20.12987012987013,919,97,79,165,1225,220
7310,585,92896460,4332,0,55,36,2000000000.0,2.0,74.0,7,27.027027027027028,853,55,367,136,662,183
7311,585,92896460,3995,0,55,36,2000000000.0,2.0,73.0,7,27.3972602739726,853,55,367,136,662,183
7312,585,92896460,644,0,55,36,2000000000.0,2.0,73.0,7,27.3972602739726,853,55,367,136,662,183
7313,585,92896460,6180,0,55,36,1950000000.0,2.0,73.0,7,26.71232876712329,853,55,367,136,662,183
7314,585,92896460,2709,0,55,36,2000000000.0,2.0,73.0,7,27.3972602739726,853,55,367,136,662,183
7315,585,92896460,2695,0,55,36,2000000000.0,2.0,73.0,7,27.3972602739726,853,55,367,136,662,183
7316,585,92896460,2708,0,55,36,2000000000.0,2.0,73.0,7,27.3972602739726,853,55,367,136,662,183
7317,585,92896460,2704,0,55,36,2000000000.0,2.0,73.0,7,27.3972602739726,853,55,367,136,662,183
7318,585,92896460,2710,0,55,36,2150000000.0,2.0,79.0,7,27.21518987341772,853,55,367,136,662,183
7320,585,92896460,4727,0,55,36,1950000000.0,2.0,73.0,7,26.71232876712329,1179,55,367,136,662,183
7321,585,92896460,2382,0,55,36,2200000000.0,2.0,73.0,7,30.136986301369863,853,55,367,136,662,183
7322,585,92896460,1955,0,55,36,2200000000.0,2.0,73.0,7,30.136986301369863,853,55,367,136,662,183
7323,585,92896460,4709,0,55,36,2050000000.0,2.0,73.0,7,28.08219178082192,853,55,367,136,662,183
7324,585,92896460,1384,0,55,36,2080000000.0,2.0,74.0,7,28.10810810810811,853,55,367,136,662,183
7325,585,92896460,2828,0,55,36,2000000000.0,2.0,73.0,7,27.3972602739726,853,55,367,136,662,183
7326,585,92896460,2962,0,55,36,1950000000.0,2.0,73.0,7,26.71232876712329,853,55,367,136,662,183
7328,585,92896460,4710,0,55,36,2050000000.0,2.0,72.0,7,28.47222222222222,853,55,367,136,662,183
7329,585,92896460,4538,0,55,36,2050000000.0,2.0,73.0,7,28.08219178082192,853,55,367,136,662,183
7331,585,92896460,4333,0,55,36,2150000000.0,2.0,71.0,7,30.281690140845072,1179,55,367,136,662,183
7332,585,92896460,7405,0,55,36,2070000000.0,2.0,73.0,7,28.356164383561644,853,55,367,136,662,183
7333,585,92896460,4746,0,55,36,2100000000.0,2.0,73.0,7,28.767123287671232,853,55,367,136,662,183
7335,64,1443185461,8048,0,110,36,2600000000.0,2.0,69.0,187,37.68115942028985,1243,110,459,3,682,591
7336,64,1443185461,534,0,110,36,2450000000.0,2.0,68.0,187,36.02941176470589,1243,110,459,3,682,591
7337,64,1443185461,8704,0,110,36,2450000000.0,2.0,66.0,187,37.121212121212125,1221,110,459,3,682,591
7339,64,1443185461,49,0,110,36,2450000000.0,2.0,66.0,187,37.121212121212125,121,110,459,3,682,591
7340,64,1443185461,1083,0,110,36,2350000000.0,2.0,60.0,187,39.16666666666666,1243,110,459,3,682,591
7341,64,1443185461,9022,0,110,36,2400000000.0,2.0,60.0,187,40.0,1243,110,459,3,682,591
7342,64,1443185461,8022,0,110,36,2350000000.0,2.0,68.0,187,34.55882352941177,1243,110,459,3,682,591
7343,64,1443185461,3845,0,110,36,2350000000.0,2.0,60.0,187,39.16666666666666,1243,110,459,3,682,591
7344,64,1443185461,6121,0,110,36,2400000000.0,2.0,66.0,187,36.36363636363637,1243,110,459,3,682,591
7345,64,1443185461,9530,0,110,36,2800000000.0,2.0,71.0,187,39.436619718309856,1243,110,459,3,682,591
7346,64,1443185461,9496,0,110,36,2800000000.0,2.0,70.0,187,40.0,1243,110,459,3,682,591
7347,64,1443185461,7803,0,110,36,2420000000.0,2.0,60.0,187,40.333333333333336,1243,110,459,3,682,591
7349,64,1443185461,2990,0,110,36,1690000000.0,2.0,67.0,187,25.22388059701493,1243,110,459,3,682,591
7350,64,1443185461,905,0,110,36,2350000000.0,2.0,60.0,187,39.16666666666666,1243,110,459,3,682,591
7351,64,1443185461,4115,0,110,36,2450000000.0,2.0,66.0,187,37.121212121212125,980,110,459,3,682,591
7352,64,1443185461,4022,0,110,36,2420000000.0,2.0,67.0,187,36.11940298507463,1243,110,459,3,682,591
7353,82,1578465351,6916,0,110,36,1740000000.0,2.0,51.0,235,34.11764705882353,766,110,421,90,906,527
7354,82,1578465351,9455,0,110,36,1800000000.0,2.0,50.0,235,36.0,766,110,421,90,906,527
7355,82,1578465351,1431,0,110,36,1760000000.0,2.0,51.0,235,34.509803921568626,766,110,421,90,906,527
7356,82,1578465351,3407,0,110,36,2700000000.0,2.0,60.0,235,45.0,766,110,421,90,906,527
7358,490,1015742527,4536,0,54,36,2850000000.0,2.0,69.0,171,41.30434782608695,924,54,473,229,222,3
7359,490,1015742527,5393,0,54,36,2750000000.0,2.0,69.0,171,39.85507246376812,924,54,473,229,222,3
7361,2606,672212027,2418,0,60,11,4500000000.0,2.0,87.0,163,51.72413793103448,333,60,501,194,0,657
7363,2606,672212027,3237,0,60,11,4250000000.0,2.0,78.0,163,54.48717948717949,333,60,501,194,0,657
7365,2454,601959235,9526,0,78,11,3000000000.0,2.0,73.0,115,41.0958904109589,369,78,431,190,0,657
7370,511,1889375098,10050,3,122,2,950000000.0,2.2908415841584158,85.0,147,11.176470588235292,530,122,469,157,891,467
7371,3490,717447415,10385,0,110,36,1700000000.0,2.0,50.0,165,34.0,384,110,475,194,906,527
7372,30,999451979,5373,0,55,36,1950000000.0,2.0,69.0,7,28.26086956521739,169,55,448,148,1079,218
7373,30,999451979,5835,0,55,36,1850000000.0,2.0,69.0,7,26.81159420289855,169,55,448,148,1079,218
7374,2359,1524838578,4503,0,64,36,4050000000.0,2.0,75.0,0,54.0,463,64,540,213,407,94
7375,2359,1524838578,4097,0,64,36,4000000000.0,2.0,83.0,0,48.19277108433735,463,64,540,213,407,94
7378,42,1806493439,1562,0,51,36,3400000000.0,2.0,80.0,9,42.5,505,51,501,149,183,635
7379,42,1806493439,124,0,51,36,3500000000.0,2.0,80.0,9,43.75,505,51,501,149,183,635
7380,42,1806493439,8674,0,51,36,3300000000.0,2.0,80.0,9,41.25,705,51,501,149,183,635
7382,42,1806493439,5178,0,51,36,3400000000.0,2.0,80.0,9,42.5,505,51,501,149,183,635
7384,42,1806493439,8612,0,51,36,3650000000.0,2.0,80.0,9,45.625,505,51,501,149,183,635
7385,42,1806493439,6436,0,51,36,3800000088.0,2.0,82.0,9,46.34146448780488,505,51,501,149,183,635
7387,42,1806493439,9305,0,51,36,3650000000.0,2.0,80.0,9,45.625,505,51,501,149,183,635
7389,42,1806493439,2981,0,51,36,1670000000.0,2.0,80.0,9,20.875,505,51,501,149,183,635
7393,83,360399446,5658,0,75,36,4950000000.0,2.0,77.0,24,64.28571428571429,287,75,36,88,208,513
7394,83,360399446,7303,0,75,36,1630000000.0,2.0,75.0,24,21.73333333333333,907,75,36,88,208,513
7397,532,614475681,10395,0,55,36,1970000000.0,2.0,60.0,21,32.833333333333336,821,55,269,229,1419,164
7398,532,614475681,4108,0,55,36,1999999999.0,2.0,60.0,21,33.33333331666667,821,55,269,229,1419,164
7399,532,614475681,6658,0,55,36,1990000000.0,2.0,60.0,21,33.166666666666664,821,55,269,229,1419,164
7400,532,614475681,4953,0,55,36,2000000000.0,2.0,66.0,21,30.303030303030305,821,55,269,229,1419,164
7401,532,614475681,9420,0,55,36,1990000000.0,2.0,60.0,21,33.166666666666664,821,55,269,229,1419,164
7402,532,614475681,6421,0,55,36,2000000000.0,2.0,60.0,21,33.333333333333336,821,55,269,229,1419,164
7404,532,614475681,3563,0,55,36,2500000000.0,2.0,59.4,21,42.08754208754209,821,55,269,229,1419,164
7407,532,614475681,6657,0,55,36,2400000000.0,2.0,65.0,21,36.92307692307692,821,55,269,229,1419,164
7408,532,614475681,3562,0,55,36,2000000000.0,2.0,58.5998,21,34.12980931675535,821,55,269,229,1419,164
7409,81,667889204,4584,0,53,36,3750000000.0,2.0,82.0,11,45.73170731707317,552,53,149,54,208,513
7410,81,667889204,9632,0,53,36,3600000000.0,2.0,79.0,11,45.56962025316456,552,53,149,54,208,513
7411,81,667889204,5663,0,53,36,4000000000.0,2.0,82.0,11,48.78048780487805,552,53,149,54,208,513
7412,81,667889204,4388,0,53,36,3700000000.0,2.0,82.0,11,45.1219512195122,552,53,149,54,208,513
7413,157,710355896,7783,0,22,36,1650000000.0,2.0,61.0,378,27.049180327868854,479,22,176,112,726,144
7414,157,710355896,1611,0,22,36,1700000000.0,2.0,62.0,378,27.41935483870968,479,22,176,112,726,144
7415,157,710355896,813,0,22,36,2100000000.0,2.0,74.0,378,28.37837837837838,479,22,176,112,726,144
7416,157,710355896,814,0,22,36,2200000000.0,2.0,74.0,378,29.72972972972973,479,22,176,112,726,144
7417,157,710355896,483,0,22,36,1720000000.0,2.0,61.0,378,28.19672131147541,479,22,176,112,726,144
7418,157,710355896,80,0,22,36,1490000000.0,2.0,52.0,378,28.653846153846157,479,22,176,112,726,144
7421,157,710355896,5396,0,22,36,1700000000.0,2.0,61.0,378,27.868852459016395,479,22,176,112,726,144
7422,157,710355896,8597,0,22,36,1700000000.0,2.0,62.0,378,27.41935483870968,479,22,176,112,726,144
7424,157,710355896,6355,0,22,36,1700000000.0,2.0,60.0,378,28.33333333333333,479,22,176,112,726,144
7426,157,710355896,3097,0,22,36,2100000000.0,2.0,73.0,378,28.767123287671232,479,22,176,112,726,144
7428,157,710355896,1738,0,22,36,1700000000.0,2.0,62.0,378,27.41935483870968,479,22,176,112,726,144
7430,157,710355896,512,0,22,36,1700000000.0,2.0,61.47,378,27.655767040832927,1042,22,176,112,726,144
7431,157,710355896,10333,0,22,36,1700000000.0,2.0,63.0,378,26.984126984126984,479,22,176,112,726,144
7432,157,710355896,10326,0,22,36,1720000000.0,2.0,60.0,378,28.666666666666668,479,22,176,112,726,144
7433,157,710355896,10327,0,22,36,2000000000.0,2.0,74.0,378,27.027027027027028,479,22,176,112,726,144
7434,157,710355896,4676,0,22,36,2400000000.0,2.0,60.0,378,40.0,479,22,176,112,726,144
7435,157,710355896,2893,0,22,36,2500000000.0,2.0,74.0,378,33.78378378378378,479,22,176,112,726,144
7438,157,710355896,7003,0,22,36,2449999999.0,2.0,76.0,378,32.23684209210526,479,22,176,112,726,144
7439,157,710355896,9703,0,22,36,1900000000.0,2.0,66.0,378,28.78787878787879,479,22,176,112,726,144
7440,157,710355896,4561,0,22,36,1800000000.0,2.0,58.0,378,31.03448275862069,1046,22,176,112,726,144
7441,172,107217561,1426,0,47,36,4850000000.0,2.0,90.0,5,53.888888888888886,734,47,15,194,157,604
7442,172,107217561,3962,0,47,36,1450000000.0,2.0,78.0,5,18.58974358974359,734,47,15,194,157,604
7443,172,107217561,1128,0,47,36,1450000000.0,2.0,75.0,5,19.33333333333333,734,47,15,194,157,604
7444,172,107217561,6723,0,47,36,3950000000.0,2.0,74.0,5,53.37837837837838,734,47,15,194,157,604
7445,172,107217561,1425,0,47,36,4850000000.0,2.0,88.0,5,55.11363636363637,734,47,15,194,157,604
7446,172,107217561,1385,0,47,36,3880000000.0,2.0,74.0,5,52.43243243243244,734,47,15,194,157,604
7447,172,107217561,1427,0,47,36,4800000000.0,2.0,88.0,5,54.54545454545455,734,47,15,194,157,604
7448,172,107217561,6625,0,47,36,4100000000.0,2.0,74.0,5,55.4054054054054,734,47,15,194,157,604
7449,172,107217561,2819,0,47,36,3850000000.0,2.0,74.0,5,52.02702702702703,734,47,15,194,157,604
7451,172,107217561,2818,0,47,36,3650000000.0,2.0,65.0,5,56.15384615384615,734,47,15,194,157,604
7452,172,107217561,785,0,47,36,4300000000.0,2.0,88.0,5,48.86363636363637,734,47,15,194,157,604
7453,172,107217561,6429,0,47,36,4900000000.0,2.0,88.0,5,55.68181818181818,734,47,15,194,157,604
7455,172,107217561,6722,0,47,36,3900000000.0,2.0,74.0,5,52.7027027027027,734,47,15,194,157,604
7456,172,107217561,2523,0,47,36,4850000000.0,2.0,88.0,5,55.11363636363637,734,47,15,194,157,604
7457,172,107217561,2887,0,47,36,1950000000.0,2.0,88.0,5,22.15909090909091,734,47,15,194,157,604
7458,172,107217561,4504,0,47,36,4100000000.0,2.0,74.0,5,55.4054054054054,734,47,15,194,157,604
7459,172,107217561,9799,0,47,36,4300000000.0,2.0,74.0,5,58.108108108108105,734,47,15,194,157,604
7460,516,307005105,1666,0,80,36,2500000000.0,2.0,69.0,250,36.231884057971016,909,80,594,229,206,325
7461,516,307005105,10502,0,80,36,2800000000.0,2.0,73.0,250,38.35616438356164,909,80,594,229,206,325
7463,516,307005105,1411,0,80,36,2700000000.0,2.0,69.04,250,39.10776361529548,909,80,594,229,206,325
7464,516,307005105,2684,0,80,36,2600000000.0,2.0,72.0,250,36.11111111111112,31,80,594,229,206,325
7467,516,307005105,10488,0,80,36,2750000000.0,2.0,69.0,250,39.85507246376812,909,80,594,229,206,325
7468,516,307005105,756,0,80,36,2700000000.0,2.0,72.0,250,37.5,909,80,594,229,206,325
7469,516,307005105,757,0,80,36,2750000000.0,2.0,72.0,250,38.19444444444444,909,80,594,229,206,325
7470,516,307005105,4339,0,80,36,2710000000.0,2.0,69.0,250,39.27536231884058,909,80,594,229,206,325
7472,516,307005105,6856,0,80,36,2700000000.0,2.0,70.0,250,38.57142857142857,909,80,594,229,206,325
7473,516,307005105,4574,0,80,36,2900000000.0,2.0,73.0,250,39.72602739726028,909,80,594,229,206,325
7474,516,307005105,9735,0,80,36,2750000000.0,2.0,72.0,250,38.19444444444444,909,80,594,229,206,325
7481,3340,324008761,1143,3,22,36,5000000000.0,2.2908415841584158,100.0,375,50.0,296,22,512,149,1483,227
7483,3340,324008761,3430,3,22,36,4300000000.0,2.2908415841584158,82.0,375,52.4390243902439,296,22,512,149,1483,227
7485,3340,324008761,4227,3,22,36,4600000000.0,2.2908415841584158,89.0,375,51.68539325842696,296,22,512,149,1483,227
7486,3674,1556749263,10107,3,45,19,1850000000.0,2.2908415841584158,80.0,368,23.125,643,45,594,229,1630,304
7487,3674,1556749263,10108,3,45,19,2600000000.0,2.2908415841584158,80.0,368,32.5,643,45,594,229,1630,304
7488,3674,1556749263,8123,3,45,19,1850000000.0,2.2908415841584158,80.0,368,23.125,643,45,594,229,1630,304
7505,1454,607019451,3618,0,64,36,4100000000.0,2.0,70.0,1,58.57142857142857,554,64,275,229,414,648
7514,1454,607019451,2816,0,64,36,3990000000.0,2.0,77.0,1,51.81818181818182,554,64,275,229,414,648
7522,2971,1745632414,2431,0,107,2,1800000000.0,2.0,61.0,42,29.508196721311474,339,107,6,112,1131,190
7523,2971,1745632414,6319,0,107,2,1900000000.0,2.0,62.0,42,30.64516129032258,339,107,6,112,1131,190
7524,2971,1745632414,4632,0,107,2,1900000000.0,2.0,61.0,42,31.14754098360656,339,107,6,112,1131,190
7525,2971,1745632414,5395,0,107,2,1800000000.0,2.0,58.0,42,31.03448275862069,339,107,6,112,1131,190
7526,2971,1745632414,2321,0,107,2,1950000000.0,2.0,65.0,42,30.0,339,107,6,112,1131,190
7530,333,380376328,7353,0,65,11,4300000000.0,2.0,80.0,279,53.75,439,65,439,159,53,520
7533,333,380376328,1388,0,65,11,5350000000.0,2.0,80.4,279,66.54228855721392,439,65,439,159,53,520
7535,3474,274743047,3081,3,110,36,3500000000.0,2.2908415841584158,57.0,130,61.40350877192982,1137,110,91,87,191,562
7537,3474,274743047,247,3,110,36,3700000000.0,2.2908415841584158,85.0,130,43.52941176470589,392,110,91,87,191,562
7538,3474,274743047,3433,3,110,36,3450000000.0,2.2908415841584158,57.2999,130,60.20952916148195,1137,110,91,87,191,562
7539,3474,274743047,3519,3,110,36,5000000000.0,2.2908415841584158,85.0,130,58.8235294117647,392,110,91,87,191,562
7542,3474,274743047,3068,3,110,36,3400000000.0,2.2908415841584158,56.0,130,60.71428571428572,1137,110,91,87,191,562
7544,253,700149848,5935,0,110,36,1960000000.0,2.0,43.0,126,45.58139534883721,1092,110,235,132,411,634
7546,159,520339418,10174,0,54,36,2000000000.0,2.0,55.0,47,36.36363636363637,296,54,330,183,9,521
7547,159,520339418,6469,0,54,36,2770000000.0,2.0,67.0,47,41.34328358208956,296,54,330,183,9,521
7548,159,520339418,6681,0,54,36,2800000000.0,2.0,67.0,47,41.791044776119406,296,54,330,183,9,521
7552,159,520339418,10181,0,54,36,1650000000.0,2.0,45.0,47,36.66666666666666,296,54,330,183,9,521
7554,159,520339418,9198,0,54,36,1850000000.0,2.0,61.0998,47,30.27833151663344,296,54,330,183,9,521
7555,159,520339418,6682,0,54,36,2850000000.0,2.0,73.0,47,39.04109589041096,296,54,330,183,9,521
7557,159,520339418,6849,0,54,36,2000000000.0,2.0,55.0,47,36.36363636363637,296,54,330,183,9,521
7559,159,520339418,10182,0,54,36,2000000000.0,2.0,55.0,47,36.36363636363637,296,54,330,183,9,521
7567,159,520339418,2457,0,54,36,2900000000.0,2.0,73.0,47,39.72602739726028,296,54,330,183,9,521
7571,159,520339418,6470,0,54,36,2850000000.0,2.0,73.0,47,39.04109589041096,296,54,330,183,9,521
7573,159,520339418,6848,0,54,36,2000000000.0,2.0,55.0,47,36.36363636363637,296,54,330,183,9,521
7574,2889,242123724,658,0,76,41,2500000000.0,2.0,67.0,188,37.3134328358209,850,76,239,194,429,268
7575,2889,242123724,2044,0,76,41,1850000000.0,2.0,66.0,188,28.03030303030303,850,76,239,194,429,268
7576,2889,242123724,5854,0,76,41,2000000000.0,2.0,65.0,188,30.76923076923077,850,76,239,194,429,268
7578,2889,242123724,1486,0,76,41,1850000000.0,2.0,65.0,188,28.46153846153846,850,76,239,194,429,268
7579,2889,242123724,5778,0,76,41,1850000000.0,2.0,65.0,188,28.46153846153846,850,76,239,194,429,268
7580,2889,242123724,5824,0,76,41,1850000000.0,2.0,65.0,188,28.46153846153846,850,76,239,194,429,268
7581,2889,242123724,9965,0,76,41,1800000000.0,2.0,65.0,188,27.692307692307693,850,76,239,194,429,268
7582,2889,242123724,5288,0,76,41,1750000000.0,2.0,65.0,188,26.923076923076923,850,76,239,194,429,268
7583,2889,242123724,4821,0,76,41,2000000000.0,2.0,65.0,188,30.76923076923077,850,76,239,194,429,268
7584,2889,242123724,3124,0,76,41,1850000000.0,2.0,65.0,188,28.46153846153846,850,76,239,194,429,268
7587,436,626778369,793,0,54,36,1530000000.0,2.0,52.0,245,29.423076923076923,617,54,255,194,211,407
7589,335,72919338,1959,0,65,11,4750000000.0,2.0,87.0,139,54.59770114942529,439,65,358,145,53,520
7590,335,72919338,7206,0,65,11,5150000000.0,2.0,86.0,139,59.88372093023256,439,65,358,145,53,520
7595,335,72919338,975,0,65,11,5000000000.0,2.0,74.0,139,67.56756756756756,439,65,358,145,53,520
